difficulty,question,options[0],options[1],options[2],options[3],answer,subject
중,어떤 단어가 '신조어'로 간주되나요?,기존 단어에서 파생된 단어,새로운 의미로 사용되는 단어,특정 지역에서만 사용되는 단어,고어,새로운 의미로 사용되는 단어,언어학
중,'어근'이란 무엇인가요?,단어의 접두사,단어의 기본 의미를 가진 부분,문장의 주어,단어의 접미사,단어의 기본 의미를 가진 부분,언어학
중,'모음'과 '자음'의 차이는 무엇인가요?,발음 위치,소리의 길이,소리의 종류,발음 방법,발음 방법,언어학
중,'기호학'의 주요 연구 주제는 무엇인가요?,언어의 발음,의미와 기호의 관계,문법 규칙,역사적 변천사,의미와 기호의 관계,언어학
하,'명사'의 기능은 무엇인가요?,동작을 나타내는 것,사물이나 사람을 지칭하는 것,상태나 성질을 나타내는 것,시간이나 장소를 나타내는 것,사물이나 사람을 지칭하는 것,언어학
하,'주어'는 문장에서 어떤 역할을 하나요?,동작의 대상을 나타낸다,동작을 수행하는 주체를 나타낸다,장소를 나타낸다,시간의 경과를 나타낸다,동작을 수행하는 주체를 나타낸다,언어학
하,'동사'의 기본 역할은 무엇인가요?,상태를 나타내는 것,동작을 나타내는 것,사물을 지칭하는 것,감정을 표현하는 것,동작을 나타내는 것,언어학
하,'전치사'의 기능은 무엇인가요?,장소나 방향을 나타낸다,감정을 나타낸다,상태를 나타낸다,동작을 나타낸다,장소나 방향을 나타낸다,언어학
하,'형용사'의 예는 무엇인가요?,빨강,달리다,사람,아름답다,아름답다,언어학
하,'부사'는 어떤 기능을 하나요?,동작의 방법을 나타낸다,사물을 지칭하는 것,감정을 나타내는 것,장소를 나타낸다,동작의 방법을 나타낸다,언어학
하,'대명사'는 무엇을 대신하는 단어인가요?,명사,동사,형용사,부사,명사,언어학
하,'관사'의 기능은 무엇인가요?,명사의 수량을 나타낸다,동작을 나타낸다,상태를 나타낸다,장소를 나타낸다,명사의 수량을 나타낸다,언어학
하,'문장'이란 무엇인가요?,단어의 모음,의미가 있는 단어의 집합,단순한 단어,형용사와 부사로 구성된 것,의미가 있는 단어의 집합,언어학
하,'의미'의 정의는 무엇인가요?,단어의 발음,단어가 나타내는 개념,단어의 길이,단어의 사용 빈도,단어가 나타내는 개념,언어학
상,'청동기 시대'가 시작된 주된 이유는 무엇인가요?,농업의 발전,금속 가공 기술의 발전,문자의 발명,도시의 형성,금속 가공 기술의 발전,고고학
상,고고학적 유적 중 '바벨탑'의 전설이 남긴 유적은 어떤 문명에서 유래했나요?,이집트 문명,메소포타미아 문명,인더스 문명,마야 문명,메소포타미아 문명,고고학
상,'피라미드'가 위치한 나라는 어디인가요?,이집트,그리스,로마,인도,이집트,고고학
상,고고학적 발굴에서 '층위'란 무엇을 의미하나요?,발굴 현장의 전체 면적,유물이나 유적의 시간적 층,고고학자의 작업 순서,발굴 도구의 종류,유물이나 유적의 시간적 층,고고학
상,고고학적 유물의 연대를 측정하기 위한 방법 중 하나인 '방사성 탄소 연대 측정'은 무엇을 기반으로 하나요?,지구의 자전,방사능의 반감기,대기 중의 산소 비율,지구의 물리적 변동,방사능의 반감기,고고학
상,'메소포타미아'는 어떤 두 강 사이에 위치한 지역인가요?,나일 강과 유프라테스 강,유프라테스 강과 티그리스 강,인더스 강과 갠지스 강,암흑 강과 신앙 강,유프라테스 강과 티그리스 강,고고학
상,'고대 로마'에서 가장 중요한 정치적 집회소는 어디인가요?,포럼,콜로세움,파르테논 신전,크리미널 법원,포럼,고고학
상,'테라코타 군사'는 어느 고대 문명에서 발견되었나요?,로마,메소포타미아,고대 중국,이집트,고대 중국,고고학
상,'스톤헨지'는 어느 시대의 유적인가요?,선사시대,청동기 시대,고대 그리스 시대,로마 시대,선사시대,고고학
상,'마야 문명'의 주요 도시 중 하나는 무엇인가요?,티칼,로마,바빌론,아테네,티칼,고고학
중,'고고학적 발굴'이란 무엇을 의미하나요?,유적을 파내는 작업,역사적 문서를 조사하는 작업,유물의 가격을 평가하는 작업,유물의 사진을 찍는 작업,유적을 파내는 작업,고고학
중,'고고학'이란 무엇을 연구하는 학문인가요?,고대 언어,고대 문화와 유물,고대 문서,고대 식물,고대 문화와 유물,고고학
중,'석기 시대'는 어떤 주요 도구를 사용했나요?,금속 도구,나무 도구,돌 도구,종이 도구,돌 도구,고고학
중,'고대 이집트'의 주된 신앙 체계는 무엇이었나요?,단일신,다신교,유일신,조상 숭배,다신교,고고학
중,'유적지'란 무엇을 의미하나요?,발굴되지 않은 지역,고대 문화의 흔적이 남아 있는 지역,현대 도시,역사적 문서의 위치,고대 문화의 흔적이 남아 있는 지역,고고학
중,고고학자들이 유물을 발굴할 때 주의해야 할 점은 무엇인가요?,유물의 색깔,유물의 크기,유물의 위치와 맥락,유물의 가격,유물의 위치와 맥락,고고학
중,'고고학적 유물'이란 무엇인가요?,고대 문서,고대의 건축물,고대 사람들이 만든 물건,고대의 식물,고대 사람들이 만든 물건,고고학
중,고고학적 연구에서 '사료'란 무엇을 의미하나요?,문서와 유물,사람들의 말,유적의 크기,지역의 기후,문서와 유물,고고학
중,'고대 문명'의 정의는 무엇인가요?,단순한 농업 사회,복잡한 사회 구조와 문화적 발전을 가진 사회,미개한 사회,현대 사회,복잡한 사회 구조와 문화적 발전을 가진 사회,고고학
중,고고학에서 '시대 구분'의 기준은 무엇인가요?,정치 체제,기술적 발전,언어의 변화,기후 변화,기술적 발전,고고학
하,고고학적 유물 중 '도기'는 무엇인가요?,나무로 만든 도구,금속으로 만든 도구,흙으로 만든 그릇,종이로 만든 문서,흙으로 만든 그릇,고고학
하,고고학에서 '발굴'이란 무엇을 의미하나요?,유물을 조사하는 것,유물을 찾기 위해 땅을 파는 것,유물을 전시하는 것,유물을 판매하는 것,유물을 찾기 위해 땅을 파는 것,고고학
하,'청동기 시대'는 어떤 금속의 사용으로 특징지어지나요?,철,금,청동,은,청동,고고학
하,'석기 시대'의 주된 생활 방식은 무엇이었나요?,농업,수렵과 채집,산업,상업,수렵과 채집,고고학
하,'유적'이란 무엇을 의미하나요?,역사적 인물,고대 문명의 흔적,고대 언어,고대 종교,고대 문명의 흔적,고고학
하,'고대 이집트'에서 '미라'란 무엇인가요?,고대 신전,방부 처리가 된 시체,고대 문서,고대 무덤,방부 처리가 된 시체,고고학
하,'구석기 시대'에 사용된 도구는 무엇인가요?,금속 도구,나무 도구,돌 도구,종이 도구,돌 도구,고고학
하,고고학자들이 발굴 작업을 하는 이유는 무엇인가요?,고대 문화를 이해하기 위해,유물을 판매하기 위해,고대 신화를 만들기 위해,현대 문화를 개선하기 위해,고대 문화를 이해하기 위해,고고학
하,'피라미드'는 어떤 목적으로 건축되었나요?,왕의 무덤,신전,도시,성,왕의 무덤,고고학
하,'고대 그리스'의 주된 철학적 전통은 무엇인가요?,형이상학,실용주의,경험주의,플라톤주의,플라톤주의,고고학
상,세균의 세포벽은 어떤 성분으로 이루어져 있나요?,셀룰로오스,펩티도글리칸,키틴,리포폴리사카라이드,펩티도글리칸,미생물학
상,항생제가 효과적인 세균의 주요 특성은 무엇인가요?,호기성,혐기성,그람 양성,그람 음성,그람 양성,미생물학
상,'미생물 군집'이란 무엇을 의미하나요?,특정 지역에서 서식하는 모든 생물,특정 환경에서 상호작용하는 미생물 집합체,특정한 종류의 미생물,인간의 장내 미생물,특정 환경에서 상호작용하는 미생물 집합체,미생물학
상,'바이러스'의 주요 구조는 무엇인가요?,세포벽,핵산과 단백질 껍질,미토콘드리아,엽록체,핵산과 단백질 껍질,미생물학
상,'리보솜'의 주된 역할은 무엇인가요?,에너지 생산,단백질 합성,유전자 복제,세포 분열,단백질 합성,미생물학
상,'효소'의 주요 기능은 무엇인가요?,유전 정보를 전달,화학 반응의 촉매,세포 구조를 형성,에너지를 저장,화학 반응의 촉매,미생물학
상,'혐기성 세균'이란 무엇을 의미하나요?,산소가 필요한 세균,산소가 없는 환경에서 생존하는 세균,높은 온도에서만 생존하는 세균,염도가 높은 환경에서 생존하는 세균,산소가 없는 환경에서 생존하는 세균,미생물학
상,'균류'는 어떤 주요한 특성을 가지고 있나요?,광합성을 한다,세포벽이 키틴으로 이루어져 있다,독립적으로 생존할 수 없다,엽록체가 있다,세포벽이 키틴으로 이루어져 있다,미생물학
상,'세균의 변이'는 주로 어떤 과정을 통해 발생하나요?,유전자 재조합,세포 분열,단백질 합성,대사 과정,유전자 재조합,미생물학
상,'호기성 세균'의 생존을 위해 가장 중요한 요소는 무엇인가요?,물,산소,온도,pH,산소,미생물학
중,'페니실린'은 어떤 종류의 항생제인가요?,합성 항생제,천연 항생제,광범위 항생제,선택적 항생제,천연 항생제,미생물학
중,'미생물의 번식'은 주로 어떤 방식으로 이루어지나요?,유성 생식,무성 생식,분열,성 교배,무성 생식,미생물학
중,'유산균'의 주요 역할은 무엇인가요?,유해한 세균 제거,단백질 합성,에너지 생산,효소 생산,유해한 세균 제거,미생물학
중,'미생물의 대사' 과정 중 주로 에너지를 생산하는 방식은 무엇인가요?,발효,광합성,호흡,동화작용,호흡,미생물학
중,'균의 생장'에 가장 큰 영향을 미치는 요소는 무엇인가요?,온도,색상,물질,압력,온도,미생물학
중,'박테리아'가 특정 환경에서 생존하는 주요 메커니즘은 무엇인가요?,스펙트럼,변형,내성,변이,내성,미생물학
중,'세균의 그람 염색'에서 그람 양성 세균은 어떤 색으로 염색되나요?,파란색,빨간색,녹색,노란색,파란색,미생물학
중,'미생물의 유전자 조작'의 주된 목적은 무엇인가요?,질병 치료,에너지 생산,환경 개선,식량 생산,질병 치료,미생물학
중,'바이러스'는 어떤 특징을 가지고 있나요?,독립적으로 증식할 수 있다,세포 구조를 가진다,숙주 세포를 필요로 한다,대사 과정을 수행한다,숙주 세포를 필요로 한다,미생물학
하,'세균'이란 무엇인가요?,다세포 생물,단세포 생물,식물,동물,단세포 생물,미생물학
하,'곰팡이'는 어떤 종류의 생물인가요?,식물,미생물,동물,무척추동물,미생물,미생물학
하,'바이러스'는 무엇으로 구성되어 있나요?,세포,단백질과 핵산,물질,미생물,단백질과 핵산,미생물학
하,'미생물'의 주요 생태적 역할은 무엇인가요?,유해한 생물 제거,음식 조리,에너지 저장,농작물 생산,유해한 생물 제거,미생물학
하,'세균'은 어디에서 주로 발견되나요?,산소가 없는 곳,모든 환경,물속만,식물 속,모든 환경,미생물학
하,'효모'는 어떤 종류의 미생물인가요?,세균,곰팡이,바이러스,원생생물,곰팡이,미생물학
하,'발효'는 어떤 과정인가요?,산소가 필요한 과정,미생물이 에너지를 생산하는 과정,단백질 합성 과정,영양소 소화 과정,미생물이 에너지를 생산하는 과정,미생물학
하,'세균'의 주요 역할은 무엇인가요?,질병을 유발,유용한 물질 생산,독소 생성,모두 포함,유용한 물질 생산,미생물학
하,'유산균'은 어떤 음식에 주로 존재하나요?,빵,우유,고기,과일,우유,미생물학
하,'세균'의 크기는 대략 얼마인가요?,1m,1mm,1μm,1cm,1μm,미생물학
상,"제트 기류는 대략 어느 고도에서 발생하나요?",2~5km,10~15km,20~25km,30~35km,10~15km,기상학
상,"엘니뇨 현상은 어느 대양에서 발생하나요?",인도양,대서양,태평양,북극해,태평양,기상학
상,"열대 저기압의 주요 원인은 무엇인가요?",고기압,저기압,상승 기류,하강 기류,저기압,기상학
상,"대기 중의 오존층은 주로 어떤 역할을 하나요?",태양광 반사,자외선 차단,산소 생성,지구 온난화 방지,자외선 차단,기상학
상,"기온의 급격한 변화는 주로 어떤 기상 현상으로 발생하나요?",대기압의 변화,열대성 폭풍,전선 통과,해양 순환,전선 통과,기상학
상,"강한 바람이 발생하는 주요 원인 중 하나는 무엇인가요?",기압 차,해양의 온도 변화,지구의 자전,구름의 이동,기압 차,기상학
상,"온난화로 인해 사라지는 중요한 빙하는 어디에 위치해 있나요?",알프스,히말라야,그린란드,남극,그린란드,기상학
상,"'사막화' 현상은 주로 어느 지역에서 발생하나요?",북극,사하라 이남 아프리카,동남아시아,남미,사하라 이남 아프리카,기상학
상,"온도 상승과 관련하여 대기 중의 이산화탄소(CO2) 농도가 증가하는 주요 원인은 무엇인가요?",화석 연료 사용,자연적 이산화탄소 방출,화산 폭발,지구의 자전,화석 연료 사용,기상학
상,"열대 기후에서 발생하는 몬순은 어떤 기상 현상에 의해 발생하나요?",대기 순환,해양의 염도 변화,극지 바람,태양풍,대기 순환,기상학
중,"해양 기후와 대륙성 기후를 구분하는 주요 요인은 무엇인가요?",고도,바다와의 거리,위도,기압,바다와의 거리,기상학
중,"'라니냐' 현상은 어떤 결과를 초래하나요?",해양 수온 상승,해양 수온 하강,대기압 상승,강수량 증가,해양 수온 하강,기상학
중,"고기압은 주로 어떤 날씨와 연관이 있나요?",맑은 날씨,비 오는 날씨,바람이 강한 날씨,폭설,맑은 날씨,기상학
중,"대기의 최하층, 즉 인간이 생활하는 대기는 무엇이라고 불리나요?",성층권,대류권,중간권,외기권,대류권,기상학
중,"바람의 방향을 측정하는 기구는 무엇인가요?",기압계,풍속계,풍향계,온도계,풍향계,기상학
중,"기상학에서 사용되는 '습도'는 대기 중에 포함된 무엇을 의미하나요?",산소,질소,수증기,이산화탄소,수증기,기상학
중,"지구의 기후 변화에 영향을 미치는 주요 요인 중 하나는 무엇인가요?",태양의 복사 에너지,지구의 자전,지구의 공전,위성의 위치,태양의 복사 에너지,기상학
중,"태풍은 북대서양에서는 무엇이라고 불리나요?",허리케인,토네이도,몬순,사이클론,허리케인,기상학
중,"적도 지역은 주로 어떤 기후를 가지고 있나요?",건조 기후,열대 우림 기후,한대 기후,온대 기후,열대 우림 기후,기상학
중,"'바로미터'는 어떤 것을 측정하는 데 사용되나요?",기온,기압,풍향,강수량,기압,기상학
하,"날씨를 예측하는 학문은 무엇인가요?",지리학,기상학,생물학,천문학,기상학,기상학
하,"대기 중에서 물이 증발하거나 응결하는 과정에서 방출되는 에너지는 무엇인가요?",잠열,태양열,복사열,바람,잠열,기상학
하,"비구름이 형성되는 대기층은 어디인가요?",성층권,외기권,대류권,중간권,대류권,기상학
하,"바람이 부는 주요 원인은 무엇인가요?",기온 차,습도,자외선,대기 오염,기온 차,기상학
하,"토네이도는 주로 어떤 지역에서 발생하나요?",북극,사막,미국 중서부,열대 우림,미국 중서부,기상학
하,"대기 중 이산화탄소 농도의 증가는 어떤 현상을 초래하나요?",지구 냉각,지구 온난화,해양 산성화,대기 순환,지구 온난화,기상학
하,"안개는 주로 어떤 현상으로 발생하나요?",기온 상승,증발,응결,열대성 저기압,응결,기상학
하,"기후는 주로 몇 년 이상의 긴 시간 동안의 평균 날씨를 말하나요?",1년,10년,30년,100년,30년,기상학
하,"여름철에 자주 발생하는 폭우와 관련된 구름 종류는 무엇인가요?",층운,적운,난층운,적란운,적란운,기상학
하,"'엘니뇨'는 주로 어떤 해류와 관련이 있나요?",페루 해류,베링 해류,멕시코 만류,서부 적도 해류,페루 해류,기상학
상,"전기차의 주요 구성 요소 중 하나인 '배터리'의 용량을 측정하는 단위는 무엇인가요?",킬로와트시 (kWh),와트 (W),볼트 (V),암페어 (A),킬로와트시 (kWh),자동차
상,"내연기관 자동차에서 연료의 연소가 일어나는 부분은 무엇인가요?",기통,배기구,연료탱크,흡기구,기통,자동차
상,"자동차의 제동력을 높이기 위해 사용하는 시스템은 무엇인가요?",ABS (Anti-lock Braking System),ESC (Electronic Stability Control),TCS (Traction Control System),AEB (Autonomous Emergency Braking),ABS (Anti-lock Braking System),자동차
상,"하이브리드 자동차의 주된 특징은 무엇인가요?",오직 전기로만 운행 가능,내연기관과 전기모터를 동시에 사용,가솔린만 사용,배터리 교체가 필요 없음,내연기관과 전기모터를 동시에 사용,자동차
상,"자동차에서 '토크'는 무엇을 의미하나요?",회전력,속도,연료 효율,가속도,회전력,자동차
상,"차체의 충격을 완화하기 위해 장착되는 부품은 무엇인가요?",스프링,브레이크,타이어,엔진,스프링,자동차
상,"전자제어 장치에서 차량의 다양한 정보를 수집하고 처리하는 부품은 무엇인가요?",ECU (Electronic Control Unit),ABS,배터리,연료펌프,ECU (Electronic Control Unit),자동차
상,"자동차의 연비를 개선하는 데 가장 효과적인 방법 중 하나는 무엇인가요?",속도를 줄이기,엔진 크기 키우기,타이어 압력 낮추기,연료 종류 바꾸기,속도를 줄이기,자동차
상,"자동차에서 배기가스의 정화를 담당하는 장치는 무엇인가요?",필터,촉매 변환기,배기 매니폴드,연료 분사기,촉매 변환기,자동차
상,"스티어링 휠의 회전으로 바퀴의 방향을 조정하는 장치를 무엇이라고 하나요?",서스펜션,조향장치,전조등,브레이크,조향장치,자동차
중,"자동차의 변속기는 어떤 역할을 하나요?",연료를 연소,속도를 조절,엔진의 회전력을 바퀴로 전달,배기 가스를 정화,엔진의 회전력을 바퀴로 전달,자동차
중,"연료 전지 자동차의 주된 연료는 무엇인가요?",가솔린,디젤,수소,전기,수소,자동차
중,"차량의 경량화를 위해 주로 사용하는 재료는 무엇인가요?",철,알루미늄,구리,스테인리스 스틸,알루미늄,자동차
중,"자동차의 '점화 시스템'의 주된 역할은 무엇인가요?",연료 분사,엔진 냉각,연료의 점화,배터리 충전,연료의 점화,자동차
중,"자동차에서 '대시보드'는 무엇을 표시하나요?",엔진의 연료량과 속도,차량의 외부 온도,공기압,타이어 마모도,엔진의 연료량과 속도,자동차
중,"'스포츠카'의 주요 특징 중 하나는 무엇인가요?",고속 주행 가능,큰 적재 공간,낮은 연비,모든 지형 주행 가능,고속 주행 가능,자동차
중,"자동차의 연료 효율성을 측정하는 단위는 무엇인가요?",km/h,L/100km,kWh,RPM,L/100km,자동차
중,"'4륜구동' 시스템이란 무엇을 의미하나요?",앞바퀴와 뒷바퀴에 동력을 모두 전달,한 쪽 바퀴에만 동력을 전달,전기 모터만 사용,내연기관만 사용,앞바퀴와 뒷바퀴에 동력을 모두 전달,자동차
중,"타이어의 마모를 방지하기 위해 필요한 것은 무엇인가요?",공기압 유지,주행 속도 증가,자주 세차,엔진 점검,공기압 유지,자동차
중,"자동차에서 '크루즈 컨트롤'의 기능은 무엇인가요?",자동으로 주행 속도 조절,브레이크 기능 강화,엔진 소음 감소,차량 방향 조정,자동으로 주행 속도 조절,자동차
하,"자동차의 기본 동력원은 무엇인가요?",바람,연료,전기,태양광,연료,자동차
하,"자동차의 바퀴를 구성하는 부품은 무엇인가요?",핸들,타이어,배기구,시트,타이어,자동차
하,"자동차의 연료탱크는 어떤 역할을 하나요?",엔진 냉각,연료 저장,배기 가스 정화,엔진 점화,연료 저장,자동차
하,"자동차의 '헤드라이트'는 어떤 기능을 하나요?",차체를 밝히기,엔진 소음 줄이기,연료 효율 높이기,공기 압력 조절,차체를 밝히기,자동차
하,"'브레이크'는 무엇을 위해 사용되나요?",차량 가속,차량 정지,엔진 점화,바퀴 회전,차량 정지,자동차
하,"자동차의 앞부분을 보호하는 장치는 무엇인가요?",범퍼,시트,타이어,엔진,범퍼,자동차
하,"자동차의 유리창을 청소하는 장치는 무엇인가요?",와이퍼,브레이크,타이어,클러치,와이퍼,자동차
하,"자동차의 후진등은 언제 켜지나요?",전진할 때,주행 중,후진할 때,정지할 때,후진할 때,자동차
하,"자동차의 엔진 소음이 줄어드는 장치는 무엇인가요?",배기구,머플러,브레이크,클러치,머플러,자동차
하,"자동차의 시트를 조절하는 장치는 무엇인가요?",핸들,페달,조절 레버,기어,조절 레버,자동차
